onset	duration	bloc_type	bloc_typeCode
5.014886	11.25	Objects 	3
16.26681	11.25	Faces 	1
27.51879	11.25	Scrambled 	4
38.75557	11.25	Scrambled 	4
50.00619	11.25	Faces 	1
61.2581	11.25	Objects 	3
72.51005	11.25	Scrambled 	4
83.76215	11.25	Objects 	3
95.01408	11.25	Scenes 	2
106.2661	11.25	Scrambled 	4
117.5181	11.25	Scenes 	2
128.77	11.25	Faces 	1
140.0071	11.25	Faces 	1
151.2574	11.25	Scenes 	2
162.5093	11.25	Scenes 	2
173.7613	11.25	Objects 	3
185.0133	11.25	Baseline 	0
