onset	duration	bloc_type	bloc_typeCode
5.014644	11.25	Scenes 	2
16.2662	11.25	Scenes 	2
27.51827	11.25	Faces 	1
38.76516	11.25	Scenes 	2
50.01526	11.25	Objects 	3
61.26543	11.25	Scenes 	2
72.5157	11.25	Scrambled 	4
83.76579	11.25	Objects 	3
95.01595	11.25	Faces 	1
106.2662	11.25	Objects 	3
117.5175	11.25	Objects 	3
128.7694	11.25	Scrambled 	4
140.0167	11.25	Faces 	1
151.267	11.25	Faces 	1
162.5171	11.25	Scrambled 	4
173.7672	11.25	Scrambled 	4
185.0174	11.25	Baseline 	0
