onset	duration	bloc_type	bloc_typeCode
5.013824	11.25	Objects 	3
16.26393	11.25	Scrambled 	4
27.51409	11.25	Objects 	3
38.76434	11.25	Scenes 	2
50.01445	11.25	Scrambled 	4
61.2663	11.25	Faces 	1
72.51823	11.25	Scrambled 	4
83.76502	11.25	Scrambled 	4
95.0152	11.25	Scenes 	2
106.2653	11.25	Scenes 	2
117.5155	11.25	Objects 	3
128.7657	11.25	Objects 	3
140.0158	11.25	Faces 	1
151.2661	11.25	Faces 	1
162.5175	11.25	Scenes 	2
173.7695	11.25	Faces 	1
185.0166	11.25	Baseline 	0
