onset	duration	bloc_type	bloc_typeCode
5.01346	11.25	Scrambled 	4
16.26543	11.25	Faces 	1
27.51741	11.25	Objects 	3
38.76944	11.25	Objects 	3
50.00761	11.25	Scenes 	2
61.25776	11.25	Faces 	1
72.50869	11.25	Faces 	1
83.76066	11.25	Scrambled 	4
95.01265	11.25	Scenes 	2
106.2646	11.25	Scenes 	2
117.5166	11.25	Objects 	3
128.7686	11.25	Scrambled 	4
140.0091	11.25	Scrambled 	4
151.2592	11.25	Objects 	3
162.5094	11.25	Faces 	1
173.7599	11.25	Scenes 	2
185.0119	11.25	Baseline 	0
