onset	duration	bloc_type	bloc_typeCode
5.013029	11.25	Scenes 	2
16.26505	11.25	Scenes 	2
27.51699	11.25	Faces 	1
38.76906	11.25	Faces 	1
50.01247	11.25	Scrambled 	4
61.26268	11.25	Scrambled 	4
72.51283	11.25	Objects 	3
83.76296	11.25	Objects 	3
95.0131	11.25	Scrambled 	4
106.2643	11.25	Scenes 	2
117.5163	11.25	Scrambled 	4
128.7682	11.25	Faces 	1
140.0139	11.25	Objects 	3
151.264	11.25	Scenes 	2
162.5142	11.25	Objects 	3
173.7643	11.25	Faces 	1
185.0146	11.25	Baseline 	0
