onset	duration	trial_type	response_time	stim_file	value_rating	value_real
3.016374	3.01711	summ	2.890589	Fc1_2231.jpg	50.25	50
12.01141	3.00717	rating	2.890589	Fc1_2231.jpg	50.25	50
20.00267	3.01714	summ	1.509295	Fc1_1221.jpg	69	70
28.01159	3.00936	rating	1.509295	Fc1_1221.jpg	69	70
38.50586	3.0172	conj	2.244303	Fc3_1213.jpg	88.5	90
47.51343	3.01105	rating	2.244303	Fc3_1213.jpg	88.5	90
56.50904	3.01723	summ	2.874209	Fc1_3221.jpg	41.25	40
64.51193	3.03215999999999	rating	2.874209	Fc1_3221.jpg	41.25	40
75.51242	3.01721999999999	summ	1.640337	Fc1_2231.jpg	48.75	50
84.01272	3.0072	rating	1.640337	Fc1_2231.jpg	48.75	50
91.51522	3.01717000000001	summ	2.491967	Fc1_3231.jpg	30	30
101.5113	3.0086	rating	2.491967	Fc1_3231.jpg	30	30
110.5036	3.0166	summ	-0.999	Fc1_1211.jpg	89.25	90
121.0116	3.0423	rating	-0.999	Fc1_1211.jpg	89.25	90
132.0056	3.0172	conj	1.930011	Fc3_1312.jpg	81	80
142.511	3.01340000000002	rating	1.930011	Fc3_1312.jpg	81	80
153.5093	3.01730000000001	conj	2.850119	Fc3_1211.jpg	39.75	40
164.5115	3.01659999999998	rating	2.850119	Fc3_1211.jpg	39.75	40
175.013	3.01730000000001	conj	2.058013	Fc3_1312.jpg	79.5	80
184.013	3.00799999999998	rating	2.058013	Fc3_1312.jpg	79.5	80
191.516	3.0172	summ	1.909369	Fc1_3221.jpg	41.25	40
202.5119	3.00919999999999	rating	1.909369	Fc1_3221.jpg	41.25	40
211.0049	3.01660000000001	conj	1.593862	Fc3_1112.jpg	48	50
218.0109	3.01080000000002	rating	1.593862	Fc3_1112.jpg	48	50
228.5057	3.01730000000001	conj	1.261703	Fc3_1111.jpg	69.75	70
239.513	3.01179999999999	rating	1.261703	Fc3_1111.jpg	69.75	70
248.5092	3.0171	summ	1.732647	Fc1_1221.jpg	69	70
255.5113	3.01600000000002	rating	1.732647	Fc1_1221.jpg	69	70
262.5116	3.0172	summ	2.085145	Fc1_2211.jpg	78.75	80
269.5113	3.01080000000002	rating	2.085145	Fc1_2211.jpg	78.75	80
276.5141	3.01710000000003	conj	2.327824	Fc3_1313.jpg	27.75	30
286.5112	3.01100000000002	rating	2.327824	Fc3_1313.jpg	27.75	30
294.0171	3.01719999999995	conj	2.142444	Fc3_1211.jpg	40.5	40
305.0138	3.00869999999998	rating	2.142444	Fc3_1211.jpg	40.5	40
313.0062	3.01660000000004	summ	2.044648	Fc1_2211.jpg	81	80
323.0115	3.01119999999997	rating	2.044648	Fc1_2211.jpg	81	80
331.5069	3.0172	conj	1.946287	Fc3_1213.jpg	87.75	90
338.512	3.01299999999998	rating	1.946287	Fc3_1213.jpg	87.75	90
348.5098	3.01730000000003	summ	2.533856	Fc1_1211.jpg	90	90
356.511	3.0172	rating	2.533856	Fc1_1211.jpg	90	90
364.0123	3.01740000000001	conj	1.801696	Fc3_1112.jpg	50.25	50
373.0126	3.01069999999999	rating	1.801696	Fc3_1112.jpg	50.25	50
380.5155	3.0172	conj	2.162546	Fc3_1313.jpg	27.75	30
389.0111	3.01240000000001	rating	2.162546	Fc3_1313.jpg	27.75	30
399.5074	3.01659999999998	conj	1.427295	Fc3_1111.jpg	69	70
409.0133	3.01049999999998	rating	1.427295	Fc3_1111.jpg	69	70
419.0075	3.01670000000001	summ	2.546109	Fc1_3231.jpg	30.75	30
427.0114	3.01260000000002	rating	2.546109	Fc1_3231.jpg	30.75	30
