onset	duration	bloc_type	bloc_typeCode
5.016001	11.25	Scrambled 	4
16.26807	11.25	Objects 	3
27.51527	11.25	Objects 	3
38.76542	11.25	Faces 	1
50.01559	11.25	Scrambled 	4
61.26581	11.25	Scrambled 	4
72.51591	11.25	Scenes 	2
83.76612	11.25	Faces 	1
95.01624	11.25	Objects 	3
106.2672	11.25	Scrambled 	4
117.5192	11.25	Faces 	1
128.7668	11.25	Faces 	1
140.0169	11.25	Scenes 	2
151.2672	11.25	Scenes 	2
162.5173	11.25	Objects 	3
173.7674	11.25	Scenes 	2
185.0177	11.25	Baseline 	0
