onset	duration	bloc_type	bloc_typeCode
5.012955	11.25	Objects 	3
16.26505	11.25	Objects 	3
27.51697	11.25	Scrambled 	4
38.76901	11.25	Scrambled 	4
50.01234	11.25	Faces 	1
61.26254	11.25	Objects 	3
72.51273	11.25	Faces 	1
83.76294	11.25	Faces 	1
95.01313	11.25	Scrambled 	4
106.2642	11.25	Scenes 	2
117.5162	11.25	Objects 	3
128.7682	11.25	Scenes 	2
140.0138	11.25	Scenes 	2
151.2639	11.25	Faces 	1
162.5141	11.25	Scenes 	2
173.7643	11.25	Scrambled 	4
185.0145	11.25	Baseline 	0
