onset	duration	bloc_type	bloc_typeCode
5.012127	11.25	Faces 	1
16.26229	11.25	Scrambled 	4
27.5124	11.25	Scenes 	2
38.76261	11.25	Scrambled 	4
50.01282	11.25	Scrambled 	4
61.26301	11.25	Objects 	3
72.51431	11.25	Scrambled 	4
83.76632	11.25	Faces 	1
95.01835	11.25	Faces 	1
106.2637	11.25	Objects 	3
117.5138	11.25	Faces 	1
128.764	11.25	Scenes 	2
140.0142	11.25	Objects 	3
151.2644	11.25	Objects 	3
162.5145	11.25	Scenes 	2
173.7655	11.25	Scenes 	2
185.0176	11.25	Baseline 	0
