onset	duration	bloc_type	bloc_typeCode
5.012622	11.25	Scenes 	2
16.26362	11.25	Scenes 	2
27.51569	11.25	Faces 	1
38.76767	11.25	Faces 	1
50.01325	11.25	Objects 	3
61.26349	11.25	Objects 	3
72.51367	11.25	Scenes 	2
83.76383	11.25	Scrambled 	4
95.01404	11.25	Scrambled 	4
106.2642	11.25	Faces 	1
117.5148	11.25	Scenes 	2
128.7669	11.25	Objects 	3
140.0188	11.25	Scrambled 	4
151.2649	11.25	Objects 	3
162.5151	11.25	Faces 	1
173.7652	11.25	Scrambled 	4
185.0154	11.25	Baseline 	0
