onset	duration	bloc_type	bloc_typeCode
5.015333	11.25	Scenes 	2
16.26732	11.25	Objects 	3
27.51924	11.25	Faces 	1
38.75995	11.25	Faces 	1
50.01006	11.25	Scrambled 	4
61.26023	11.25	Faces 	1
72.51055	11.25	Objects 	3
83.76257	11.25	Objects 	3
95.01446	11.25	Scrambled 	4
106.2665	11.25	Objects 	3
117.5185	11.25	Scenes 	2
128.7612	11.25	Faces 	1
140.0115	11.25	Scenes 	2
151.2617	11.25	Scenes 	2
162.5118	11.25	Scrambled 	4
173.762	11.25	Scrambled 	4
185.0137	11.25	Baseline 	0
