onset	duration	bloc_type	bloc_typeCode
5.017363	11.25	Scenes 	2
16.26751	11.25	Scenes 	2
27.51763	11.25	Objects 	3
38.76895	11.25	Scrambled 	4
50.0209	11.25	Objects 	3
61.26814	11.25	Objects 	3
72.51834	11.25	Faces 	1
83.76852	11.25	Faces 	1
95.01869	11.25	Objects 	3
106.2689	11.25	Scenes 	2
117.519	11.25	Scrambled 	4
128.7692	11.25	Scrambled 	4
140.0032	11.25	Scenes 	2
151.2696	11.25	Faces 	1
162.5075	11.25	Scrambled 	4
173.7594	11.25	Faces 	1
185.0114	11.25	Baseline 	0
