onset	duration	bloc_type	bloc_typeCode
5.012617	11.25	Scrambled 	4
16.26457	11.25	Faces 	1
27.51656	11.25	Faces 	1
38.76848	11.25	Objects 	3
50.01237	11.25	Scenes 	2
61.26255	11.25	Objects 	3
72.51273	11.25	Faces 	1
83.76295	11.25	Scenes 	2
95.01307	11.25	Scrambled 	4
106.2637	11.25	Objects 	3
117.5158	11.25	Objects 	3
128.7678	11.25	Scrambled 	4
140.0197	11.25	Scrambled 	4
151.264	11.25	Scenes 	2
162.5141	11.25	Scenes 	2
173.7643	11.25	Faces 	1
185.0145	11.25	Baseline 	0
