onset	duration	bloc_type	bloc_typeCode
5.01449	11.25	Scenes 	2
16.26462	11.25	Scenes 	2
27.51478	11.25	Scrambled 	4
38.76497	11.25	Scenes 	2
50.01514	11.25	Faces 	1
61.26721	11.25	Objects 	3
72.51913	11.25	Faces 	1
83.76566	11.25	Scrambled 	4
95.01595	11.25	Scrambled 	4
106.2661	11.25	Objects 	3
117.5162	11.25	Scrambled 	4
128.7664	11.25	Faces 	1
140.0166	11.25	Faces 	1
151.2668	11.25	Scenes 	2
162.5184	11.25	Objects 	3
173.7671	11.25	Objects 	3
185.0173	11.25	Baseline 	0
