onset	duration	bloc_type	bloc_typeCode
5.015668	11.25	Objects 	3
16.26769	11.25	Objects 	3
27.51275	11.25	Faces 	1
38.76302	11.25	Scenes 	2
50.01318	11.25	Scrambled 	4
61.2633	11.25	Scrambled 	4
72.51357	11.25	Scenes 	2
83.76366	11.25	Scenes 	2
95.01484	11.25	Objects 	3
106.2669	11.25	Scenes 	2
117.5142	11.25	Faces 	1
128.7644	11.25	Faces 	1
140.0146	11.25	Objects 	3
151.2648	11.25	Scrambled 	4
162.515	11.25	Faces 	1
173.7652	11.25	Scrambled 	4
185.0154	11.25	Baseline 	0
