onset	duration	bloc_type	bloc_typeCode
5.012558	11.25	Scrambled 	4
16.26277	11.25	Scenes 	2
27.51289	11.25	Faces 	1
38.76306	11.25	Faces 	1
50.0134	11.25	Scenes 	2
61.26533	11.25	Scrambled 	4
72.51733	11.25	Objects 	3
83.76388	11.25	Scenes 	2
95.014	11.25	Scenes 	2
106.2642	11.25	Objects 	3
117.5143	11.25	Objects 	3
128.7645	11.25	Faces 	1
140.0147	11.25	Objects 	3
151.2649	11.25	Scrambled 	4
162.5166	11.25	Faces 	1
173.7686	11.25	Scrambled 	4
185.0155	11.25	Baseline 	0
