onset	duration	bloc_type	bloc_typeCode
5.014034	11.25	Objects 	3
16.26603	11.25	Scrambled 	4
27.51983	11.25	Scrambled 	4
38.75304	11.25	Faces 	1
50.00532	11.25	Scrambled 	4
61.25724	11.25	Objects 	3
72.50924	11.25	Objects 	3
83.76125	11.25	Scenes 	2
95.01321	11.25	Objects 	3
106.2651	11.25	Faces 	1
117.5172	11.25	Scenes 	2
128.7692	11.25	Scenes 	2
140.0049	11.25	Scrambled 	4
151.2563	11.25	Scenes 	2
162.5085	11.25	Faces 	1
173.7604	11.25	Faces 	1
185.0124	11.25	Baseline 	0
