onset	duration	trial_type	response_time	stim_file	value_rating	value_real
3.015073	3.016937	conj	2.818676	Fa3_1221.jpg	39.75	40
13.01349	3.01305	rating	2.818676	Fa3_1221.jpg	39.75	40
20.51529	3.01669	conj	0.9024703	Fa3_1331.jpg	51	50
31.5134	3.01658	rating	0.9024703	Fa3_1331.jpg	51	50
42.01595	3.01658	summ	1.203407	Fa2_2223.jpg	71.25	70
53.01332	3.00346	rating	1.203407	Fa2_2223.jpg	71.25	70
62.01792	3.01745	conj	1.60648	Fa3_1231.jpg	68.25	70
72.01352	3.00667	rating	1.60648	Fa3_1231.jpg	68.25	70
80.01648	3.01658999999999	conj	1.793092	Fa3_1121.jpg	90	90
90.51354	3.00988	rating	1.793092	Fa3_1121.jpg	90	90
101.5167	3.0167	conj	1.03781	Fa3_1331.jpg	50.25	50
108.5125	3.01429999999999	rating	1.03781	Fa3_1331.jpg	50.25	50
118.5169	3.0167	conj	1.836864	Fa3_1111.jpg	30	30
127.5135	3.0163	rating	1.836864	Fa3_1111.jpg	30	30
136.5171	3.01670000000001	summ	1.00521	Fa2_2122.jpg	49.5	50
147.0123	3.00469999999999	rating	1.00521	Fa2_2122.jpg	49.5	50
157.018	3.0172	summ	2.456037	Fa2_2121.jpg	30	30
164.5136	3.0059	rating	2.456037	Fa2_2121.jpg	30	30
175.5176	3.01670000000001	conj	1.792656	Fa3_1311.jpg	81.75	80
186.5139	3.0094	rating	1.792656	Fa3_1311.jpg	81.75	80
196.5082	3.0172	summ	1.463725	Fa2_2322.jpg	80.25	80
204.5129	3.01349999999999	rating	1.463725	Fa2_2322.jpg	80.25	80
213.0181	3.01669999999999	conj	1.271056	Fa3_1311.jpg	81	80
222.0136	3.01590000000002	rating	1.271056	Fa3_1311.jpg	81	80
229.0137	3.01730000000001	summ	1.455256	Fa2_2121.jpg	29.25	30
237.0131	3.0051	rating	1.455256	Fa2_2121.jpg	29.25	30
244.5184	3.01669999999999	summ	-0.999	Fa2_2323.jpg	91.5	90
253.5136	3.03800000000001	rating	-0.999	Fa2_2323.jpg	91.5	90
264.5033	3.01709999999997	summ	1.624809	Fa2_2221.jpg	41.25	40
275.0137	3.00820000000004	rating	1.624809	Fa2_2221.jpg	41.25	40
282.0062	3.01730000000003	conj	1.378724	Fa3_1121.jpg	90	90
291.0124	3.01240000000001	rating	1.378724	Fa3_1121.jpg	90	90
299.0092	3.0172	summ	1.514532	Fa2_2223.jpg	69	70
308.5136	3.01409999999998	rating	1.514532	Fa2_2223.jpg	69	70
319.5127	3.0172	conj	1.389579	Fa3_1221.jpg	39	40
328.0131	3.0061	rating	1.389579	Fa3_1221.jpg	39	40
335.0154	3.0172	summ	1.039689	Fa2_2122.jpg	51	50
345.5136	3.00619999999998	rating	1.039689	Fa2_2122.jpg	51	50
352.5031	3.01669999999996	conj	1.00704	Fa3_1231.jpg	69	70
361.5133	3.00729999999999	rating	1.00704	Fa3_1231.jpg	69	70
369.0046	3.0172	conj	1.77728	Fa3_1111.jpg	28.5	30
377.5124	3.01060000000001	rating	1.77728	Fa3_1111.jpg	28.5	30
385.5074	3.01729999999998	summ	1.846227	Fa2_2323.jpg	90	90
392.5126	3.0129	rating	1.846227	Fa2_2323.jpg	90	90
400.5101	3.01709999999997	summ	1.514694	Fa2_2322.jpg	80.25	80
411.0139	3.01490000000001	rating	1.514694	Fa2_2322.jpg	80.25	80
419.5133	3.0172	summ	2.123621	Fa2_2221.jpg	39.75	40
427.0136	3.0179	rating	2.123621	Fa2_2221.jpg	39.75	40
