onset	duration	bloc_type	bloc_typeCode
5.017677	11.25	Scenes 	2
16.26974	11.25	Scenes 	2
27.51433	11.25	Scrambled 	4
38.76451	11.25	Scrambled 	4
50.01466	11.25	Scenes 	2
61.26487	11.25	Objects 	3
72.51502	11.25	Scrambled 	4
83.76517	11.25	Faces 	1
95.01699	11.25	Faces 	1
106.269	11.25	Scrambled 	4
117.5158	11.25	Objects 	3
128.7659	11.25	Faces 	1
140.0162	11.25	Objects 	3
151.2663	11.25	Objects 	3
162.5165	11.25	Scenes 	2
173.7667	11.25	Faces 	1
185.0169	11.25	Baseline 	0
