onset	duration	bloc_type	bloc_typeCode
5.015681	11.25	Faces 	1
16.26774	11.25	Objects 	3
27.51967	11.25	Scenes 	2
38.76235	11.25	Scenes 	2
50.0126	11.25	Faces 	1
61.26274	11.25	Scenes 	2
72.51293	11.25	Scrambled 	4
83.7631	11.25	Scenes 	2
95.01496	11.25	Objects 	3
106.267	11.25	Objects 	3
117.5188	11.25	Faces 	1
128.7637	11.25	Faces 	1
140.014	11.25	Scrambled 	4
151.2642	11.25	Scrambled 	4
162.5144	11.25	Objects 	3
173.7645	11.25	Scrambled 	4
185.0147	11.25	Baseline 	0
