onset	duration	bloc_type	bloc_typeCode
5.015247	11.25	Faces 	1
16.26717	11.25	Scenes 	2
27.51926	11.25	Faces 	1
38.76538	11.25	Faces 	1
50.01554	11.25	Objects 	3
61.26583	11.25	Faces 	1
72.51593	11.25	Scrambled 	4
83.76614	11.25	Scrambled 	4
95.01624	11.25	Scenes 	2
106.2665	11.25	Scenes 	2
117.5184	11.25	Scrambled 	4
128.7668	11.25	Objects 	3
140.017	11.25	Objects 	3
151.2671	11.25	Scenes 	2
162.5174	11.25	Objects 	3
173.7676	11.25	Scrambled 	4
185.0176	11.25	Baseline 	0
