onset	duration	bloc_type	bloc_typeCode
5.012066	11.25	Faces 	1
16.26228	11.25	Scenes 	2
27.51371	11.25	Scenes 	2
38.76568	11.25	Scrambled 	4
50.01758	11.25	Scenes 	2
61.26954	11.25	Objects 	3
72.51315	11.25	Faces 	1
83.76329	11.25	Scrambled 	4
95.01344	11.25	Faces 	1
106.2637	11.25	Faces 	1
117.5139	11.25	Objects 	3
128.7648	11.25	Scrambled 	4
140.0169	11.25	Scrambled 	4
151.2689	11.25	Objects 	3
162.5145	11.25	Objects 	3
173.7648	11.25	Scenes 	2
185.0149	11.25	Baseline 	0
