onset	duration	bloc_type	bloc_typeCode
5.013792	11.25	Faces 	1
16.2658	11.25	Objects 	3
27.51775	11.25	Scrambled 	4
38.75958	11.25	Objects 	3
50.00978	11.25	Objects 	3
61.25987	11.25	Scenes 	2
72.51006	11.25	Scenes 	2
83.76104	11.25	Scrambled 	4
95.01304	11.25	Faces 	1
106.2649	11.25	Scenes 	2
117.5169	11.25	Faces 	1
128.7689	11.25	Scrambled 	4
140.0112	11.25	Scrambled 	4
151.2613	11.25	Scenes 	2
162.5115	11.25	Objects 	3
173.7616	11.25	Faces 	1
185.0122	11.25	Baseline 	0
